Entry,Entry name,Status,Protein names,Gene names,Organism,Length,GO
Q06440,CORO_YEAST,reviewed,Coronin-like protein,CRN1 YLR429W L9576.2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),651,GO:0030479
D3UEK1,AIM3_YEAS8,reviewed,Altered inheritance of mitochondria protein 3,AIM3 EC1118_1B15_2542g,Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) (Baker's yeast),946,GO:0030479
C7GUK6,AIM3_YEAS2,reviewed,Altered inheritance of mitochondria protein 3,AIM3 C1Q_04126,Saccharomyces cerevisiae (strain JAY291) (Baker's yeast),947,GO:0030479
P38266,AIM3_YEAST,reviewed,Altered inheritance of mitochondria protein 3,AIM3 YBR108W YBR0901,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),947,GO:0030479
P38328,ARPC1_YEAST,reviewed,Actin-related protein 2/3 complex subunit 1 (Arp2/3 complex 41 kDa subunit) (p41-ARC),ARC40 YBR234C YBR1532,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),384,GO:0030479
P32381,ARP2_YEAST,reviewed,Actin-related protein 2 (Actin-like protein ARP2) (Actin-like protein 2),ARP2 ACT2 YDL029W D2778,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),391,GO:0030479
P17555,CAP_YEAST,reviewed,Adenylyl cyclase-associated protein (CAP),SRV2 CAP1 YNL138W N1210 N1838,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),526,GO:0030479
P32790,SLA1_YEAST,reviewed,Actin cytoskeleton-regulatory complex protein SLA1,SLA1 YBL007C YBL0321,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1244,GO:0030479
P25343,RV161_YEAST,reviewed,Reduced viability upon starvation protein 161,RVS161 END6 SPE161 YCR009C YCR9C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),265,GO:0030479
A6ZKU1,SLA1_YEAS7,reviewed,Actin cytoskeleton-regulatory complex protein SLA1,SLA1 SCY_0211,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),1244,GO:0030479
P32793,YSC84_YEAST,reviewed,Protein YSC84 (LAS seventeen-binding protein 4) (LAS17-binding protein 4),YSC84 LSB4 YHR016C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),468,GO:0030479
P40045,TDA2_YEAST,reviewed,Topoisomerase I damage affected protein 2,TDA2 YER071C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),126,GO:0030479
P46680,AIP1_YEAST,reviewed,Actin-interacting protein 1,AIP1 YMR092C YM9582.17C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),615,GO:0030479
P43603,LSB3_YEAST,reviewed,LAS seventeen-binding protein 3 (LAS17-binding protein 3),LSB3 YFR024C-A YFR024C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),459,GO:0030479
P40559,INP51_YEAST,reviewed,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP51 (EC 3.1.3.36) (Synaptojanin-like protein 1)",INP51 SJL1 YIL002C YIA2C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),946,GO:0030479
P15891,ABP1_YEAST,reviewed,Actin-binding protein,ABP1 YCR088W YCR88W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),592,GO:0030479
Q12342,LDB17_YEAST,reviewed,Protein LDB17 (Low dye-binding protein 17),LDB17 YDL146W D1575,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),491,GO:0030479
P38822,BZZ1_YEAST,reviewed,Protein BZZ1 (LAS17-binding protein 7),BZZ1 LSB7 YHR114W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),633,GO:0030479
P28495,CAPZA_YEAST,reviewed,F-actin-capping protein subunit alpha,CAP1 YKL007W YKL155,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),268,GO:0030479
P53281,LSB1_YEAST,reviewed,LAS seventeen-binding protein 1 (LAS17-binding protein 1),LSB1 YGR136W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),241,GO:0030479
Q12271,INP53_YEAST,reviewed,"Polyphosphatidylinositol phosphatase INP53 (Suppressor of PMA1 protein 2) (Synaptojanin-like protein 3) [Includes: SAC1-like phosphoinositide phosphatase (EC 3.1.3.-); Phosphatidylinositol 4,5-bisphosphate 5-phosphatase (EC 3.1.3.36)]",INP53 SJL3 SOP2 YOR109W YOR3231w,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1107,GO:0030479
P25369,LSB5_YEAST,reviewed,LAS seventeen-binding protein 5 (LAS17-binding protein 5),LSB5 YCL034W YCL186 YCL34W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),354,GO:0030479
A6ZZJ1,MYO3_YEAS7,reviewed,Myosin-3 (Actin-dependent myosin-I MYO3) (Class I unconventional myosin MYO3) (Type I myosin MYO3),MYO3 SCY_3251,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),1270,GO:0030479
A6ZMG6,MYO5_YEAS7,reviewed,Myosin-5 (Actin-dependent myosin-I MYO5) (Class I unconventional myosin MYO5) (Type I myosin MYO5),MYO5 SCY_4278,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),1219,GO:0030479
P40494,PRK1_YEAST,reviewed,Actin-regulating kinase PRK1 (EC 2.7.11.1) (p53-regulating kinase 1),PRK1 PAK1 YIL095W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),810,GO:0030479
Q04439,MYO5_YEAST,reviewed,Myosin-5 (Actin-dependent myosin-I MYO5) (Class I unconventional myosin MYO5) (Type I myosin MYO5),MYO5 YMR109W YM9718.08,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1219,GO:0030479
A6ZVS5,PAN1_YEAS7,reviewed,Actin cytoskeleton-regulatory complex protein PAN1 (Mitochondrial distribution of proteins protein 3),PAN1 DIM2 MDP3 MIP3 SCY_2791,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),1460,GO:0030479
P36006,MYO3_YEAST,reviewed,Myosin-3 (Actin-dependent myosin-I MYO3) (Class I unconventional myosin MYO3) (Type I myosin MYO3),MYO3 YKL129C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1272,GO:0030479
Q06449,PIN3_YEAST,reviewed,[PSI+] inducibility protein 3 (LAS seventeen-binding protein 2) (LAS17-binding protein 2),PIN3 LSB2 YPR154W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),215,GO:0030479
P13517,CAPZB_YEAST,reviewed,F-actin-capping protein subunit beta,CAP2 YIL034C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),287,GO:0030479
P33204,ARPC4_YEAST,reviewed,Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa) (p20-ARC),ARC19 YKL013C YKL166,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),171,GO:0030479
A6ZL53,AIM3_YEAS7,reviewed,Altered inheritance of mitochondria protein 3,AIM3 SCY_0323,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),944,GO:0030479
P38631,FKS1_YEAST,reviewed,"1,3-beta-glucan synthase component FKS1 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (Calcineurin dependent protein 1) (Calcofluor white hypersensitivity protein 53) (Echinocandin target gene protein 1) (FK506 sensitivity protein 1) (Glucan synthase of cerevisiae protein 1) (Papulacandin B resistance protein 1)",FKS1 CND1 CWH53 ETG1 GLS1 GSC1 PBR1 YLR342W L8300.6,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1876,GO:0030479
A6ZVS1,AIM21_YEAS7,reviewed,Altered inheritance of mitochondria protein 21,AIM21 SCY_2787,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),679,GO:0030479
P53933,APP1_YEAST,reviewed,Phosphatidate phosphatase APP1 (PAP) (EC 3.1.3.4) (Actin patch protein 1),APP1 YNL094W N2219,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),587,GO:0030479
P40956,GTS1_YEAST,reviewed,Protein GTS1 (Protein LSR1),GTS1 LSR1 YGL181W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),396,GO:0030479
Q12446,LAS17_YEAST,reviewed,Proline-rich protein LAS17,LAS17 YOR181W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),633,GO:0030479
P32521,PAN1_YEAST,reviewed,Actin cytoskeleton-regulatory complex protein PAN1 (Mitochondrial distribution of proteins protein 3),PAN1 DIM2 MDP3 MIP3 YIR006C YIB6C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1480,GO:0030479
P39743,RV167_YEAST,reviewed,Reduced viability upon starvation protein 167,RVS167 YDR388W D9509.8,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),482,GO:0030479
Q08873,SCP1_YEAST,reviewed,Transgelin (Calponin homolog 1),SCP1 YOR367W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),200,GO:0030479
B3LN45,AIM3_YEAS1,reviewed,Altered inheritance of mitochondria protein 3,AIM3 SCRG_02858,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),936,GO:0030479
B3LTK6,AIM21_YEAS1,reviewed,Altered inheritance of mitochondria protein 21,AIM21 SCRG_05176,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),651,GO:0030479
C7GJG9,AIM21_YEAS2,reviewed,Altered inheritance of mitochondria protein 21,AIM21 C1Q_00326,Saccharomyces cerevisiae (strain JAY291) (Baker's yeast),679,GO:0030479
C8ZAQ2,AIM21_YEAS8,reviewed,Altered inheritance of mitochondria protein 21,AIM21 EC1118_1I12_2080g,Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) (Baker's yeast),679,GO:0030479
A6ZRZ6,END3_YEAS7,reviewed,Actin cytoskeleton-regulatory complex protein END3 (Endocytosis protein 3),END3 SCY_4707,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),349,GO:0030479
P50942,INP52_YEAST,reviewed,"Polyphosphatidylinositol phosphatase INP52 (Synaptojanin-like protein 2) [Includes: SAC1-like phosphoinositide phosphatase (EC 3.1.3.-); Phosphatidylinositol 4,5-bisphosphate 5-phosphatase (EC 3.1.3.36)]",INP52 SJL2 YNL106C N2160,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1183,GO:0030479
Q07872,ENT4_YEAST,reviewed,Epsin-4,ENT4 YLL038C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),247,GO:0030479
P34216,EDE1_YEAST,reviewed,EH domain-containing and endocytosis protein 1 (Bud site selection protein 15),EDE1 BUD15 YBL047C YBL0501 YBL0520,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1381,GO:0030479
P60010,ACT_YEAST,reviewed,Actin,ACT1 ABY1 END7 YFL039C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),375,GO:0030479
P32599,FIMB_YEAST,reviewed,Fimbrin (ABP67),SAC6 YDR129C YD9302.04C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),642,GO:0030479
Q12156,AIM7_YEAST,reviewed,Protein AIM7 (Altered inheritance rate of mitochondria protein 7),AIM7 YDR063W D4245,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),149,GO:0030479
P47001,CIS3_YEAST,reviewed,Cell wall mannoprotein CIS3 (Covalently-linked cell wall protein 5/11) (Protein with internal repeats 4) (Soluble cell wall protein 8),CIS3 CCW11 CCW5 PIR4 SCW8 YJL158C J0561,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),227,GO:0005618
P32323,AGA1_YEAST,reviewed,A-agglutinin anchorage subunit (A-agglutinin cell wall attachment subunit),AGA1 YNR044W N3431,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),725,GO:0005618
P32623,CRH2_YEAST,reviewed,Probable glycosidase CRH2 (EC 3.2.-.-) (Congo red hypersensitive protein 2) (Unknown transcript 2 protein),UTR2 CRH2 YEL040W SYGP-ORF18,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),467,GO:0005618
P43497,CWP2_YEAST,reviewed,Cell wall protein CWP2 (Low pH resistance protein 1),CWP2 LPR1 YKL096W-A YKL096BW YKL444,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),92,GO:0005618
P53301,CRH1_YEAST,reviewed,Probable glycosidase CRH1 (EC 3.2.-.-) (Congo red hypersensitive protein 1),CRH1 YGR189C G7553,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),507,GO:0005618
P29029,CHIT_YEAST,reviewed,Endochitinase (EC 3.2.1.14) (Soluble cell wall protein 2),CTS1 SCW2 YLR286C L8003.13,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),562,GO:0005618
Q12218,TIR4_YEAST,reviewed,Cell wall protein TIR4 (TIP1-related protein 4),TIR4 YOR009W UNB487,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),487,GO:0005618
P32329,YPS1_YEAST,reviewed,Aspartic proteinase 3 (EC 3.4.23.41) (Proprotein convertase) (Yapsin-1) [Cleaved into: Aspartic proteinase 3 subunit alpha; Aspartic proteinase 3 subunit beta],YPS1 YAP3 YLR120C L2961 L9233.9,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),569,GO:0005618
Q03029,SPO19_YEAST,reviewed,Sporulation-specific protein 19,SPO19 YPL130W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),223,GO:0005618
Q07990,YL042_YEAST,reviewed,Cell wall protein YLR042C,YLR042C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),161,GO:0005618
Q12282,YO214_YEAST,reviewed,Cell wall protein YOR214C,YOR214C YO50-4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),236,GO:0005618
Q04921,SPR28_YEAST,reviewed,Sporulation-regulated protein 28,SPR28 YDR218C YD9934.03C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),423,GO:0005618
P08459,SPS2_YEAST,reviewed,Sporulation-specific protein 2,SPS2 YDR522C D9719.26,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),502,GO:0005618
B3LRC2,UTH1_YEAS1,reviewed,Probable secreted beta-glucosidase UTH1 (EC 3.2.1.-) (Youth protein 1),UTH1 SCRG_04058,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),362,GO:0005618
Q12303,YPS3_YEAST,reviewed,Aspartic proteinase yapsin-3 (EC 3.4.23.-),YPS3 YLR121C L2964 L9233.10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),508,GO:0005618
Q12254,SVS1_YEAST,reviewed,Protein SVS1,SVS1 YPL163C P2554,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),260,GO:0005618
Q12512,ZPS1_YEAST,reviewed,Protein ZPS1,ZPS1 YOL154W AOB249,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),249,GO:0005618
C7GS61,TOS6_YEAS2,reviewed,Protein TOS6,TOS6 C1Q_03211,Saccharomyces cerevisiae (strain JAY291) (Baker's yeast),102,GO:0005618
P35842,PPAB_YEAST,reviewed,Acid phosphatase PHO11 (EC 3.1.3.2) (P56),PHO11 YAR071W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),467,GO:0005618
Q04951,SCW10_YEAST,reviewed,Probable family 17 glucosidase SCW10 (EC 3.2.1.-) (Soluble cell wall protein 10),SCW10 YMR305C YM9952.07C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),389,GO:0005618
P33890,TIR2_YEAST,reviewed,Cold shock-induced protein TIR2 (Serine-rich protein 2) (TIP1-related protein 2),TIR2 SRP2 YOR010C O2553 UND251,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),251,GO:0005618
P46992,YJR1_YEAST,reviewed,Cell wall protein YJL171C,YJL171C J0512,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),396,GO:0005618
P10863,TIR1_YEAST,reviewed,Cold shock-induced protein TIR1 (Serine-rich protein 1) (TIP1-related protein 1),TIR1 SRP1 YER011W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),254,GO:0005618
P38288,TOS1_YEAST,reviewed,Protein TOS1 (Target of SBF 1),TOS1 YBR162C YBR1213,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),455,GO:0005618
P36135,UTH1_YEAST,reviewed,Probable secreted beta-glucosidase UTH1 (EC 3.2.1.-) (Youth protein 1),UTH1 YKR042W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),365,GO:0005618
P40583,YPS6_YEAST,reviewed,Aspartic proteinase yapsin-6 (EC 3.4.23.-),YPS6 YIR039C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),537,GO:0005618
A7A003,UTH1_YEAS7,reviewed,Probable secreted beta-glucosidase UTH1 (EC 3.2.1.-) (Youth protein 1),UTH1 SCY_3413,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),362,GO:0005618
B5VMJ0,UTH1_YEAS6,reviewed,Probable secreted beta-glucosidase UTH1 (EC 3.2.1.-) (Youth protein 1),UTH1 AWRI1631_112650,Saccharomyces cerevisiae (strain AWRI1631) (Baker's yeast),362,GO:0005618
Q06325,YPS7_YEAST,reviewed,Aspartic proteinase yapsin-7 (EC 3.4.23.-),YPS7 YDR349C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),596,GO:0005618
P53189,SCW11_YEAST,reviewed,Probable family 17 glucosidase SCW11 (EC 3.2.1.-) (Soluble cell wall protein 11),SCW11 YGL028C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),542,GO:0005618
P15703,BGL2_YEAST,reviewed,"Glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase) (GP29) (Soluble cell wall protein 9)",BGL2 SCW9 YGR282C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),313,GO:0005618
Q8TGE1,AWA1_YEASK,reviewed,Cell wall protein AWA1,AWA1 SYK7_061821,Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) (Baker's yeast),1713,GO:0005618
P47179,DAN4_YEAST,reviewed,Cell wall protein DAN4 (Delayed anaerobic protein 4),DAN4 YJR151C J2223,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1161,GO:0005618
Q07988,AFB1_YEAST,reviewed,A-factor barrier protein 1,AFB1 YLR040C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),224,GO:0005618
P47178,DAN1_YEAST,reviewed,Cell wall protein DAN1 (Covalently-linked cell wall protein 13) (Delayed anaerobic protein 1),DAN1 CCW13 YJR150C J2217,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),298,GO:0005618
A6ZQH4,CIS3_YEAS7,reviewed,Cell wall mannoprotein CIS3 (Covalently-linked cell wall protein 5/11) (Protein with internal repeats 4) (Soluble cell wall protein 8),CIS3 SCY_3135,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),225,GO:0005618
B5VL27,CIS3_YEAS6,reviewed,Cell wall mannoprotein CIS3 (Covalently-linked cell wall protein 5/11) (Protein with internal repeats 4) (Soluble cell wall protein 8),CIS3 AWRI1631_100510,Saccharomyces cerevisiae (strain AWRI1631) (Baker's yeast),225,GO:0005618
Q03050,PAU10_YEAST,reviewed,Seripauperin-10,PAU10 YDR542W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),120,GO:0005618
P0CE85,PAU19_YEAST,reviewed,Seripauperin-19,PAU19 YMR325W YM9924.17,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),124,GO:0005618
P0CE89,PAU14_YEAST,reviewed,Seripauperin-14,PAU14 YIL176C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),120,GO:0005618
A6ZZG0,PIR1_YEAS7,reviewed,Cell wall mannoprotein PIR1 (Covalently-linked cell wall protein 6) (Protein with internal repeats 1),PIR1 SCY_3220,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),341,GO:0005618
Q03674,PLB2_YEAST,reviewed,Lysophospholipase 2 (EC 3.1.1.5) (Phospholipase B 2),PLB2 YMR006C YM8270.08C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),706,GO:0005618
B3LPD6,TOS6_YEAS1,reviewed,Protein TOS6,TOS6 SCRG_03425,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),102,GO:0005618
Q08646,SSP2_YEAST,reviewed,Sporulation-specific protein 2,SSP2 YOR242C O5251,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),371,GO:0005618
C8ZGM3,TOS6_YEAS8,reviewed,Protein TOS6,TOS6 EC1118_1N9_0353g,Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) (Baker's yeast),102,GO:0005618
P48560,TOS6_YEAST,reviewed,Protein TOS6,TOS6 YNL300W N0430,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),102,GO:0005618
A6ZSH9,TOS6_YEAS7,reviewed,Protein TOS6,TOS6 SCY_4890,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),102,GO:0005618
P20840,SAG1_YEAST,reviewed,Alpha-agglutinin (AG-alpha-1),SAG1 AGAL1 YJR004C J1418,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),650,GO:0005618
P25380,SPS22_YEAST,reviewed,Sporulation-specific protein 22,SPS22 YCL048W YCL48W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),463,GO:0005618
P40472,SIM1_YEAST,reviewed,Probable secreted beta-glucosidase SIM1 (EC 3.2.1.-),SIM1 PBP3 YIL123W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),476,GO:0005618
P40552,TIR3_YEAST,reviewed,Cell wall protein TIR3 (TIP1-related protein 3),TIR3 YIB1 YIL011W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),269,GO:0005618
P41901,SPR3_YEAST,reviewed,Sporulation-regulated protein 3,SPR3 YGR059W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),512,GO:0005618
Q08219,RRT8_YEAST,reviewed,Outer spore wall protein RRT8 (Regulator of rDNA transcription protein 8),RRT8 YOL048C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),342,GO:0005618
P25381,RRT12_YEAST,reviewed,Subtilase-type proteinase RRT12 (EC 3.4.21.-) (Outer spore wall protein 3) (Regulator of rDNA transcription protein 12),RRT12 OSW3 YCR045C YCR45C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),491,GO:0005618
Q08673,SRL1_YEAST,reviewed,Cell wall protein SRL1,SRL1 YOR247W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),210,GO:0005618
P32603,SPR1_YEAST,reviewed,"Sporulation-specific glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase)",SPR1 SSG1 YOR190W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),445,GO:0005618
P48016,ATH1_YEAST,reviewed,"Vacuolar acid trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)",ATH1 YPR026W YP9367.06,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1211,GO:0005618
P32457,CDC3_YEAST,reviewed,Cell division control protein 3,CDC3 YLR314C L8543.7,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),520,GO:0005618
Q12127,CCW12_YEAST,reviewed,Covalently-linked cell wall protein 12 (Protein Alpha0.6),CCW12 YLR110C L9354.7,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),133,GO:0005618
P28319,CWP1_YEAST,reviewed,Cell wall protein CWP1 (Glycoprotein GP40),CWP1 YKL096W YJU1 YKL443,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),239,GO:0005618
P50112,KNH1_YEAST,reviewed,Cell wall synthesis protein KNH1,KNH1 YDL049C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),268,GO:0005618
Q07987,PAU23_YEAST,reviewed,Seripauperin-23 (Cell wall protein DAN2) (Delayed anaerobic protein 2),PAU23 DAN2 YLR037C L1909,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),124,GO:0005618
